SalePrice,id
120129.316383,1461
153008.789313,1462
181999.671772,1463
195952.284998,1464
197477.812587,1465
171222.843737,1466
178212.017796,1467
161123.61216,1468
193898.478815,1469
119925.60479,1470
189952.674572,1471
97385.924169,1472
96173.5186735,1473
146413.762693,1474
113408.513514,1475
363558.84194,1476
250762.128194,1477
294599.181529,1478
299293.445657,1479
474977.588036,1480
325368.597602,1481
210850.565264,1482
177057.72071,1483
162710.845122,1484
191473.765547,1485
193107.961777,1486
339866.029546,1487
238341.33532,1488
193749.616018,1489
231349.062041,1490
195044.070284,1491
92756.6761151,1492
189749.588439,1493
299951.379283,1494
293285.591121,1495
235702.157662,1496
179388.325083,1497
167787.278295,1498
162374.42495,1499
152697.774954,1500
174507.692775,1501
145503.650621,1502
290290.223034,1503
242519.033799,1504
225593.975178,1505
188193.225199,1506
245834.551478,1507
202873.927768,1508
163898.097779,1509
143480.395467,1510
148092.673006,1511
175334.363115,1512
152363.350656,1513
155109.819907,1514
197374.406004,1515
157898.110818,1516
168347.747925,1517
132466.496844,1518
209170.430804,1519
127540.308506,1520
130083.475156,1521
178496.139774,1522
110130.511591,1523
125686.447016,1524
120266.197471,1525
113488.374441,1526
107566.174501,1527
137378.389347,1528
149722.56499,1529
184338.362702,1530
105988.751854,1531
98505.5794343,1532
142816.382677,1533
127215.271707,1534
147673.902023,1535
106379.115637,1536
64977.5859686,1537
147236.972055,1538
191933.558375,1539
94263.4585034,1540
138707.105142,1541
139649.249865,1542
189700.53752,1543
85068.0084813,1544
115257.940543,1545
135137.912823,1546
127884.205767,1547
138708.243557,1548
119838.492867,1549
135618.023218,1550
108884.999815,1551
136390.981096,1552
148289.807744,1553
116891.822721,1554
160376.901311,1555
85485.171707,1556
105780.720114,1557
97580.4512569,1558
63552.7680269,1559
134335.231004,1560
129372.72589,1561
130057.348284,1562
117918.555061,1563
155071.551981,1564
150955.340795,1565
237772.530747,1566
76404.0750296,1567
230818.441316,1568
127780.268535,1569
139167.546404,1570
123248.066599,1571
142090.069003,1572
236848.716718,1573
118411.160568,1574
228294.733394,1575
241692.839377,1576
182201.759648,1577
148720.33335,1578
144283.674604,1579
196843.928018,1580
153037.517343,1581
125687.598153,1582
295888.957131,1583
216154.145868,1584
136126.524542,1585
67143.7331394,1586
104989.718749,1587
151179.168297,1588
96656.2164898,1589
133891.402809,1590
92120.8703106,1591
114189.889063,1592
127669.242354,1593
123646.965462,1594
107500.490851,1595
222575.436311,1596
193546.939659,1597
227982.703317,1598
172656.030435,1599
162810.363473,1600
68670.5781789,1601
117135.408537,1602
71358.1586285,1603
260213.989178,1604
243774.231958,1605
168701.870114,1606
173316.511573,1607
214614.041364,1608
185339.247895,1609
150446.698802,1610
138184.724806,1611
170111.591498,1612
161412.030687,1613
128011.216923,1614
93618.2541945,1615
77864.5196647,1616
95346.8458571,1617
124769.081433,1618
140093.270939,1619
152267.550721,1620
138619.24058,1621
141655.711944,1622
261268.100013,1623
209360.63952,1624
120859.607226,1625
170452.59591,1626
190582.208934,1627
280021.094851,1628
184313.188639,1629
345037.483667,1630
230402.010305,1631
244459.260901,1632
174440.996037,1633
185156.266762,1634
176706.748397,1635
152578.342981,1636
199100.659158,1637
181426.714348,1638
190515.900165,1639
250882.926056,1640
183790.882458,1641
237825.810605,1642
216168.740432,1643
232651.689281,1644
196243.443015,1645
158437.264087,1646
162485.120813,1647
130092.849038,1648
138945.262428,1649
114357.95753,1650
120810.888541,1651
97580.9697135,1652
99581.9201061,1653
145872.113028,1654
138767.477967,1655
140735.737603,1656
147519.487643,1657
142980.17566,1658
119989.189536,1659
155445.675328,1660
419298.378089,1661
409959.914474,1662
380156.822594,1663
405317.026725,1664
304524.613878,1665
332727.894143,1666
378054.063687,1667
345331.799801,1668
314023.721915,1669
355979.768612,1670
257720.506132,1671
422106.335612,1672
290130.627464,1673
241744.742712,1674
191549.846738,1675
190618.294574,1676
217118.712175,1677
438373.25671,1678
384877.259329,1679
328430.468319,1680
251804.626147,1681
320551.60903,1682
180758.203978,1683
177031.505923,1684
175707.876624,1685
167858.36507,1686
174089.097403,1687
189156.212004,1688
196666.045732,1689
199987.605202,1690
186979.361991,1691
270939.699597,1692
170797.607039,1693
184650.315175,1694
169535.547707,1695
273139.221633,1696
174714.302757,1697
356328.724336,1698
310821.158289,1699
250690.610808,1700
275275.679586,1701
239339.332935,1702
242622.78779,1703
274618.461543,1704
240254.663398,1705
351918.580749,1706
213224.021525,1707
200166.599547,1708
272020.638091,1709
217809.306857,1710
271321.57658,1711
257725.561283,1712
275776.837158,1713
221973.37274,1714
208302.161976,1715
184707.925771,1716
178302.819918,1717
136842.965358,1718
208628.435167,1719
245426.449686,1720
166354.543169,1721
127172.568332,1722
155390.514019,1723
204903.544404,1724
236352.282542,1725
184387.772455,1726
150056.676781,1727
177684.595384,1728
167523.240239,1729
159384.824917,1730
121720.45749,1731
125576.704815,1732
114362.110699,1733
120517.876056,1734
126408.567642,1735
109538.310641,1736
300625.920483,1737
245427.964497,1738
244841.067121,1739
205655.091681,1740
186161.146567,1741
172304.680283,1742
179672.399266,1743
309047.71605,1744
218225.314387,1745
187923.066688,1746
216429.653985,1747
216340.462384,1748
143793.19792,1749
125301.153769,1750
250193.21389,1751
116708.238704,1752
150776.624399,1753
197324.757588,1754
163244.160431,1755
125232.661873,1756
120874.881243,1757
146173.975284,1758
162914.812035,1759
165864.952986,1760
145371.652971,1761
178226.266232,1762
186586.116499,1763
114040.700355,1764
162901.812428,1765
189156.976112,1766
221057.249702,1767
141194.683032,1768
176359.488741,1769
152452.135323,1770
126120.352877,1771
129969.54891,1772
128605.432693,1773
140659.811787,1774
141933.409048,1775
129414.165467,1776
108882.859402,1777
138695.80416,1778
117226.30276,1779
181779.598248,1780
127000.822278,1781
87811.8478807,1782
141429.500481,1783
106688.602004,1784
124913.912335,1785
143039.198943,1786
166335.062357,1787
59761.7758908,1788
100343.993522,1789
77853.7239399,1790
179312.769142,1791
157557.832475,1792
129183.109295,1793
154077.253057,1794
133174.703424,1795
132423.874304,1796
114687.088909,1797
121971.416852,1798
110452.778295,1799
133045.820806,1800
125280.16569,1801
145466.320385,1802
149797.116779,1803
136516.804014,1804
137478.213666,1805
123426.723137,1806
138741.03575,1807
127472.422883,1808
122748.931129,1809
140455.010618,1810
94718.0078255,1811
97154.8114731,1812
122499.15227,1813
95240.1638159,1814
53868.5990438,1815
97675.2353501,1816
104381.686553,1817
140412.160759,1818
126472.419594,1819
50723.1797203,1820
118130.730152,1821
151309.169444,1822
43011.8763348,1823
129940.526153,1824
138362.738656,1825
103623.097891,1826
102392.711898,1827
136571.753836,1828
126078.708689,1829
136469.086989,1830
148754.907015,1831
74802.1169183,1832
142185.369112,1833
117805.93149,1834
120672.956905,1835
124286.238854,1836
86656.2333588,1837
121411.267773,1838
96384.3940954,1839
143454.843262,1840
133963.549095,1841
88487.7373253,1842
128038.807569,1843
144936.273875,1844
143189.667219,1845
156253.399468,1846
165843.722328,1847
53223.9627586,1848
113446.55697,1849
116939.782909,1850
151783.348429,1851
126135.223614,1852
121035.412412,1853
165757.541174,1854
148718.635455,1855
224095.134564,1856
135751.254877,1857
136444.405316,1858
122454.487863,1859
145342.803482,1860
121929.576412,1861
326869.000359,1862
307301.986589,1863
307371.165855,1864
343073.757899,1865
330872.502479,1866
231591.359319,1867
287203.93169,1868
201557.596618,1869
227403.399843,1870
259654.87305,1871
174467.049136,1872
234655.956544,1873
153629.381234,1874
198821.518914,1875
197421.958111,1876
209802.712032,1877
207665.830014,1878
128499.042737,1879
133594.058657,1880
243445.442395,1881
244449.698468,1882
186531.5788,1883
202823.565578,1884
244213.419007,1885
292145.131327,1886
212423.351844,1887
271828.08812,1888
164888.743596,1889
113625.083689,1890
136008.98882,1891
97864.8073992,1892
124555.234363,1893
123045.905638,1894
133751.506615,1895
127824.078955,1896
115878.293395,1897
109615.668626,1898
163261.080925,1899
157195.00885,1900
169714.531549,1901
152782.371017,1902
219290.712514,1903
147211.954692,1904
199977.770938,1905
156683.322175,1906
206278.204176,1907
110777.70263,1908
132735.322414,1909
119828.413473,1910
222345.453409,1911
333727.24791,1912
142599.678697,1913
53730.0676318,1914
295934.70028,1915
65288.5707866,1916
252349.375716,1917
140879.775164,1918
176481.756993,1919
154334.426814,1920
383149.215165,1921
322157.187515,1922
231975.652651,1923
215778.887688,1924
196192.230759,1925
369725.069704,1926
133549.235937,1927
158452.196074,1928
124883.461322,1929
134164.051155,1930
142418.782727,1931
141392.319202,1932
183723.65033,1933
182695.871441,1934
170053.93832,1935
194877.841518,1936
185532.505513,1937
170208.582916,1938
242256.702661,1939
192870.137428,1940
170268.799681,1941
185377.639023,1942
213087.215764,1943
368629.60339,1944
397822.29663,1945
130646.362516,1946
271679.205036,1947
170677.35345,1948
246614.040906,1949
191150.93866,1950
243959.136657,1951
206073.03144,1952
164440.655501,1953
183072.396111,1954
136255.952211,1955
298870.593133,1956
151598.080767,1957
301532.175817,1958
144156.415211,1959
115542.28685,1960
120199.813804,1961
98319.6683122,1962
105425.796538,1963
106746.843029,1964
140441.867978,1965
139844.082109,1966
291057.029678,1967
416499.377422,1968
389962.082628,1969
412183.885009,1970
459319.834816,1971
382439.8744,1972
265658.04853,1973
336640.869474,1974
451298.471273,1975
275881.152575,1976
353350.235629,1977
349057.934026,1978
327559.69279,1979
203030.164785,1980
342075.363752,1981
219430.552946,1982
206115.678303,1983
170098.537662,1984
224159.172092,1985
208863.994623,1986
183712.679133,1987
174969.15756,1988
191969.985245,1989
208014.308749,1990
228687.655391,1991
214478.255994,1992
168358.857397,1993
231053.994259,1994
184816.500187,1995
250833.448394,1996
318605.707975,1997
318952.953722,1998
280109.34059,1999
319515.936989,2000
272992.821599,2001
242461.075004,2002
256565.831442,2003
277959.233984,2004
227255.138462,2005
222510.291097,2006
251286.775513,2007
214291.552805,2008
195726.249178,2009
197864.023279,2010
145152.154598,2011
176139.551373,2012
178351.131499,2013
183255.866267,2014
208887.697589,2015
190152.257033,2016
193439.825636,2017
118028.663998,2018
132401.096488,2019
103784.381781,2020
103231.528378,2021
182828.132307,2022
143338.372442,2023
269263.52762,2024
351625.669159,2025
174816.144855,2026
158413.015979,2027
155063.000159,2028
168534.28173,2029
266156.661828,2030
232419.138073,2031
254280.455783,2032
257563.225186,2033
173692.113493,2034
219480.87038,2035
202331.928322,2036
209050.155438,2037
320653.358574,2038
232605.604921,2039
270626.33424,2040
298336.784986,2041
206730.696927,2042
174357.381658,2043
175465.840296,2044
215006.283489,2045
146405.438917,2046
146747.128273,2047
141800.1782,2048
143956.778467,2049
179818.611656,2050
105213.829376,2051
124481.225987,2052
148698.515439,2053
87400.946841,2054
159290.293482,2055
148708.24768,2056
112574.550472,2057
216575.778658,2058
132760.203393,2059
172989.885947,2060
176843.644548,2061
128633.619814,2062
116540.826773,2063
137857.619403,2064
119041.181172,2065
164752.60221,2066
113710.141314,2067
149311.666775,2068
87970.3714965,2069
117792.972701,2070
94293.2314752,2071
136648.974606,2072
133419.895466,2073
188189.671905,2074
151090.211817,2075
120491.310407,2076
151814.396411,2077
125712.638071,2078
134778.264434,2079
116998.428403,2080
128855.296404,2081
123601.910941,2082
149603.449467,2083
109048.982297,2084
114648.4395,2085
116682.454889,2086
124126.81181,2087
97186.0590026,2088
76524.6594091,2089
123685.527836,2090
109462.569437,2091
120757.720935,2092
115661.448397,2093
112893.241268,2094
149119.946239,2095
83999.8772065,2096
97649.4807915,2097
149290.753458,2098
51650.3123283,2099
78284.1530475,2100
118007.135134,2101
129264.008984,2102
105825.53267,2103
141238.985613,2104
128407.681702,2105
66874.3983536,2106
188958.277505,2107
116459.523089,2108
110547.979776,2109
128290.302156,2110
137649.924981,2111
137784.701055,2112
120192.628965,2113
120630.069168,2114
162664.569219,2115
118256.163893,2116
151207.44813,2117
127330.970943,2118
109806.682399,2119
113239.873337,2120
98858.0397603,2121
114142.011458,2122
82887.5775741,2123
160836.465491,2124
128359.363734,2125
147547.113739,2126
162984.83062,2127
125803.846833,2128
95398.2911008,2129
136538.059736,2130
143554.411206,2131
113363.65389,2132
123402.046539,2133
123686.986481,2134
99355.9106846,2135
78640.8625915,2136
106927.819115,2137
132628.565268,2138
152857.968727,2139
139736.782716,2140
165793.743212,2141
125308.097164,2142
147918.160729,2143
123716.585638,2144
137563.822592,2145
172108.706758,2146
143221.75468,2147
134544.692994,2148
150249.453656,2149
236342.981056,2150
117072.832881,2151
172695.060305,2152
160553.736963,2153
101462.985987,2154
141226.289282,2155
260455.360286,2156
226151.282866,2157
237481.606237,2158
214656.972507,2159
181291.22717,2160
238122.498363,2161
360654.217026,2162
333539.454909,2163
256245.174177,2164
203410.793056,2165
159357.471065,2166
219544.484942,2167
191567.270525,2168
197940.674672,2169
217378.126518,2170
159589.052442,2171
133262.869723,2172
172205.372635,2173
222205.408643,2174
302308.70233,2175
312902.153516,2176
236387.177983,2177
213526.839009,2178
136514.032189,2179
212945.09212,2180
192831.710888,2181
224129.381953,2182
189999.64619,2183
120558.505476,2184
129395.210264,2185
145835.108861,2186
153512.772449,2187
155774.120663,2188
262171.402226,2189
80983.2670471,2190
81833.5998247,2191
88195.4325624,2192
111000.270549,2193
99903.45736,2194
102117.187765,2195
101681.152799,2196
116236.805268,2197
160503.65164,2198
180571.60138,2199
149898.078465,2200
147634.018537,2201
215682.223777,2202
137909.837653,2203
177883.643484,2204
118420.283297,2205
139992.238676,2206
225849.290452,2207
268654.361179,2208
242934.534245,2209
122035.03262,2210
120261.093883,2211
120885.996259,2212
104988.632992,2213
136767.842802,2214
102080.725842,2215
148269.36905,2216
68341.4864121,2217
68824.6035919,2218
67623.0070839,2219
56263.407066,2220
296985.561273,2221
272754.005756,2222
283756.979897,2223
208281.608552,2224
118959.624331,2225
181331.320901,2226
196554.294017,2227
265526.440456,2228
251118.85214,2229
152513.31402,2230
210111.042168,2231
178627.793426,2232
177569.078306,2233
242826.095283,2234
216146.51041,2235
253341.679443,2236
313751.985459,2237
196688.397004,2238
110813.189861,2239
154533.015547,2240
154107.574651,2241
124976.676511,2242
133851.679806,2243
105164.796751,2244
102154.085307,2245
140748.145005,2246
117946.28784,2247
121360.042576,2248
119248.621301,2249
132194.901865,2250
108024.40738,2251
182610.949195,2252
153234.035662,2253
182805.300772,2254
184849.511715,2255
181333.49292,2256
207424.20598,2257
162345.509692,2258
174323.130441,2259
161313.260546,2260
197090.516355,2261
211668.48225,2262
377783.905343,2263
446880.503532,2264
174569.02398,2265
313428.907296,2266
359035.002081,2267
432511.436464,2268
152071.258928,2269
201310.994356,2270
215440.271471,2271
195592.393748,2272
165021.264471,2273
178311.639869,2274
153946.498017,2275
189884.737842,2276
182219.607042,2277
149739.114393,2278
126281.695956,2279
118101.366146,2280
163001.814558,2281
182203.333363,2282
109003.777194,2283
112357.589901,2284
142177.010284,2285
123534.618917,2286
371166.012082,2287
273314.060983,2288
365844.11024,2289
448724.782904,2290
337760.424419,2291
443748.259124,2292
465091.381655,2293
405886.572841,2294
467726.939811,2295
279251.659941,2296
342177.019163,2297
336994.474012,2298
353017.387604,2299
340987.177005,2300
312815.012641,2301
250690.411503,2302
248454.546166,2303
253675.153513,2304
192515.504092,2305
187350.951941,2306
195939.726136,2307
229404.600325,2308
286415.749905,2309
211924.195239,2310
199111.047743,2311
177309.552035,2312
172800.034656,2313
172933.462314,2314
182336.67358,2315
195296.337912,2316
187666.265685,2317
179322.188516,2318
183537.255182,2319
187156.103157,2320
237939.161183,2321
179400.314579,2322
198082.714597,2323
182926.676883,2324
215125.533838,2325
177742.212915,2326
